espanol,quechua_texto,cluster_id,cluster_label,tema_clean,tipo_habla_clean,nivel_formalidad
¿Se ha golpeado la rodilla o ha hecho un esfuerzo físico pesado?,¿Qonqoriykita k’irirqankichu icha ima llasa kallpatapas ruwarqanki?,9,OBSERVACION_CAMBIOS_SINTOMAS,TRATAMIENTO,dialogo_medico,formal
"Por favor, recuéstese en la camilla para revisar su abdomen.","Ama hina kaspa, examen mesapi puñuy, chaynapi wiksaykita qawanaykupaq.",5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
¿Cuántas veces al día está yendo al baño con diarrea?,¿Hayka kutitataq sapa punchaw bañoman rin diarreawan?,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Tengo una inflamación en la encía que me impide masticar bien.,"Encía nisqapi inflamación nisqayuqmi kani, chaymi mana allintachu masticayta atini.",7,PROBLEMAS_FUNCIONALES_SUENO,TRATAMIENTO,dialogo_medico,formal
Es necesario que guarde reposo absoluto por lo menos tres días.,Kimsa p’unchawllapas tukuyninpi samarinayki tiyan.,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
¿Ha tomado algún remedio casero antes de venir al hospital?,¿Manaraq hospitalman hamushaspa wasiykipi hampikunata hap’irqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,TRATAMIENTO,dialogo_medico,formal
Me pican mucho los ojos y los tengo muy rojos desde la mañana.,"Ñawiymi anchata picakun, kunan paqarinmantapacham ancha pukayarun.",2,DOLOR_LOCALIZADO_ESPECIFICO,TRATAMIENTO,dialogo_medico,formal
"La herida está sanando bien, pero debemos cambiar las vendas.","K’iriqa allintan qhaliyashan, ichaqa vendakunata cambiananchismi.",5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
¿Siente algún hormigueo o adormecimiento en los dedos de las manos?,¿Dedoykipi imapas chukchuytapas otaq llañuyaytachu sientenki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,TRATAMIENTO,dialogo_medico,formal
Vamos a programar una cirugía menor para retirar ese quiste.,Chay qusta hurqunapaqmi uchuy operacionta ruwasaqku.,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
¿A qué hora fue la última vez que tomó su medicina para la presión?,¿Ima horapitaq qhipa kutita yawar ñit’iy hampita tomarqanki?,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
"Doctor, me duele la espalda baja cuando intento agacharme.","Doctor, k’umuykukuyta munaspaymi wasanpa uraynin nanawan.",3,EVALUACION_INTENSIDAD_DOLOR,TRATAMIENTO,dialogo_medico,formal
Debe beber mucha agua para evitar la deshidratación por el calor.,Ruphaymanta mana yakumanta lluqsinanpaqqa achka yakuta upyanayki tiyan.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
¿Ha tenido náuseas o ganas de vomitar después de almorzar?,¿Nauseaswanchu sientekurqanki otaq almuerzota mikhuspa vomitayta munarqanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,TRATAMIENTO,dialogo_medico,formal
El resultado de su radiografía muestra una pequeña fisura en el hueso.,Radiografía ruwasqanpin rikukun tullunpi huch’uy raqrakusqan.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,formal
¿Sufre usted de diabetes o alguna enfermedad del corazón?,¿Diabetes onqoywanchu otaq sonqo kashanki?,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,formal
Me siento muy cansado y sin energía a pesar de dormir mucho.,"Ancha sayk’usqa, mana kallpayoq sientekuni askha puñuspapas.",11,SINTOMAS_DIGESTIVOS_MALESTAR,TRATAMIENTO,dialogo_medico,formal
Lávese bien las manos antes de aplicar esta crema en la zona afectada.,Makinchikta allinta mayllakuna manaraq kay cremata unqusqa kaqman churachkaspa.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,entrevista,informal
¿En qué comunidad o distrito vive actualmente usted?,¿Mayqin ayllupi utaq distritupitaq kunan tiyanki?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Alguien más en su familia sufre de los mismos síntomas?,¿Aylluykipi huk runapas chayna sintomakunawan ñakarichkan?,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,entrevista,informal
¿Cuenta usted con todas las vacunas del calendario nacional?,¿Llapa vacunakunata chaskirqankichu horario nacional nisqapi?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Qué tipo de alimentos consume con mayor frecuencia en su hogar?,¿Ima clase mikhuykunatataq wasiykipi astawan mikhunki?,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,entrevista,informal
¿Suele beber agua hervida o agua directamente del puquio?,¿T’impusqa unutachu icha pukyumantallachu unuta ukyanki?,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,entrevista,informal
¿A qué edad empezaron sus problemas de visión o audición?,¿Ima watayuqmantataq rikuyninkupi utaq uyariyninkupi sasachakuyninku qallarirqa?,7,PROBLEMAS_FUNCIONALES_SUENO,PREVENCION,entrevista,informal
¿Realiza usted algún tipo de actividad física o trabajo en el campo?,¿Ima clase aychatachu ruwanki icha chakrapi llamk’ankichu?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Ha viajado recientemente a alguna zona de clima tropical o selva?,¿Chayllaraqchu mayqin tropical utaq yunka clima nisqapipas rirqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Cuántas personas viven con usted en su habitación?,¿Hayka runakunataq qamwan kuska tiyanku cuartoykipi?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
"¿En su casa cocinan con leña, bosta o utilizan cocina a gas?","¿Yanawanchu, wanuwanchu, wasiykipi gas estufawanchu yanukunki?",5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,entrevista,informal
¿Ha recibido información sobre cómo prevenir la anemia en los niños?,¿Chaskirqankichu willakuykunata imaynatas wawakunapi anemia onqoyta hark’akunman chaymanta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Cada cuánto tiempo acude al centro de salud para un chequeo?,¿Hayka kutitataq hampina wasiman rinki qawakunaykipaq?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Tiene alguna mascota o animal de corral dentro de su vivienda?,¿Wasiyki ukupi uywakuna utaq chakra uywakuna kanchu?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Sabe usted cuál es su tipo de sangre y si tiene alergias?,¿Yachankichu yawarniykipa imayna kasqanmanta hinaspa ima alergiayuq kasqaykitapas?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Utiliza algún método de planificación familiar en este momento?,¿Kunanqa ima métodotapas planificación familiar nisqawan yanapachikunkichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Alguna vez le han realizado una transfusión de sangre en el pasado?,¿Hayk’aqllapas ñawpaqpi yawarta churarqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Cómo es el acceso al agua potable y desagüe en su localidad?,"¿Imaynataq llaqtaykipi upyana yakuman, chuya yakuman haykuy?",10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,entrevista,informal
¿Ha notado cambios en su estado de ánimo o problemas para dormir?,¿Repararqankichu imayna sientekusqayki cambiasqanmanta otaq puñuypi sasachakuykuna kasqanmanta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Fuma cigarrillos o consume bebidas alcohólicas frecuentemente?,¿Cigarrotu pitanki otaq sapa kuti machayta tomanki?,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,entrevista,informal
¿Qué medicamentos suele tener en su botiquín de emergencia?,¿Ima hampikunatan sapa kutilla primeros auxilios nisqapi churanki?,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,entrevista,informal
¿A qué se dedica laboralmente y cuántas horas trabaja al día?,"¿Ima llamk’ayniykitaq, hayk’a horatataq sapa p’unchaw llamk’anki?",10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,entrevista,informal
¿Ha tenido alguna complicación seria durante sus embarazos anteriores?,¿Ñawpaq wiksayakusqaykipi ima hatun sasachakuykunatapas tarirqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Sabe cómo actuar en caso de una picadura de insecto venenoso?,¿Yachankichu venenoyuq kurukuna kanikuptin imayna ruwayta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Ha recibido la charla informativa sobre la importancia de la lactancia?,¿Chaskirqankichu chay willakuy rimayta ñuñuchiy ancha allin kasqanmanta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Cuál es su peso y talla aproximada según su último control?,"¿Imaynataq yaqa llasayniyki, sayayniykitaq qhipa qhawayniykimanjina?",4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Siente que el clima de la región afecta su salud respiratoria?,¿Qanpa yuyayniykipiqa chay regionpa climan respiratorio saludniykita afectanchu?,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,entrevista,informal
¿Ha tenido contacto con personas que tengan tuberculosis o tos fuerte?,¿Tuberculosis onqoyniyoq otaq sinchi tosniyoq runakunawan tuparqankichu?,6,SINTOMAS_SISTEMICOS_PIEL,PREVENCION,entrevista,informal
¿Cómo manejan los residuos sólidos y la basura en su comunidad?,"¿Imaynatataq llaqtaykipi residuos sólidos nisqakunata, basurakunatapas kamachinki?",9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Cuenta con algún seguro de salud como el SIS para atenderse?,¿Seguro de saludniyuqchu kanki kayhina SIS hampi necesidadniykikunata hunt’anaykipaq?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Ha notado bultos extraños en su cuerpo durante el último mes?,¿Repararqankichu kay pasaq killapi cuerpoykipi ima mana costumbre kaq t’urukuna kasqanmanta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,entrevista,informal
¿Qué tan lejos queda el puesto de salud más cercano a su casa?,¿Hayka karutaq wasiykimanta aswan hichpallapi kaq hampina wasi?,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,entrevista,informal
¿Entiende usted las instrucciones que le da el personal médico?,¿Entiendenkichu hampiqkunapa kamachikuyninkunata?,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,entrevista,informal
¿Desea que algún familiar lo acompañe durante la consulta de hoy?,¿Munawaqchu kunan p’unchay citaykipi huk familiayki compañananta?,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Es fundamental lavarse las manos con agua y jabón antes de comer.,Manaraq mikhuchkaspa makinchikta jabonwan yakuwan mayllakuyqa ancha allinmi.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
La vacunación es la mejor forma de proteger a nuestros hijos de enfermedades.,Vacunacionqa aswan allinmi warmanchikkunata unquykunamanta harkanapaq.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
El consumo excesivo de sal y azúcar puede dañar gravemente su salud.,"Kachita, azúcar nisqatapas nishuta mikhuyqa sinchitan qhali kayniykita dañanman.",7,PROBLEMAS_FUNCIONALES_SUENO,PREVENCION,lectura,formal
Mantenga los medicamentos fuera del alcance de los niños pequeños.,Huch’uy wawakunaq mana aypananpaq hampikunata waqaychay.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
La anemia se previene consumiendo alimentos ricos en hierro como la sangrecita.,"Anemia unquytaqa hark’akunmanmi hierroyuq mikhuykunata mikhuspa, ahinataq yawar salchichata.",0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Use mosquiteros si vive en zonas donde hay presencia de zancudos.,Sisikuna kasqan cheqaskunapi tiyaspaqa ch’uspi llikata apaykachana.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Es importante hervir el agua durante al menos cinco minutos antes de beberla.,Importantemi yakuta manaraq upyachkaspa pichqa minutollapas timpuchiy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
El chequeo preventivo anual ayuda a detectar enfermedades a tiempo.,Watamanta wata qhawayqa yanapanmi unquykunata temprano riqsiyta.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
"No se automedique, siempre consulte con un profesional de la salud.",Ama kikiykita hampikuychu; sapa kuti huk profesional de salud nisqawan tapukuy.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
La salud mental es tan importante como la salud física para el bienestar.,"Yuyaypi qhali kayqa ancha allinmi, aycha qhali kay hina allin kawsaypaq.",4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
Limpie frecuentemente las superficies de contacto en su cocina y baño.,Sapa kuti pichay sapa kuti llamisqa hawakunata cocinaykipi hinaspa bañoykipi.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
"Durante el embarazo, acuda a todos sus controles prenatales sin falta.","Wiksayuq kachkaspaqa, manaraq nacechkaspa tukuy citaykikunaman riy, mana pantaspa.",4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
El ejercicio diario mejora la circulación y fortalece el corazón.,Sapa punchaw ejercicio ruwayqa allintam yawar purinanpaq yanapan hinaspa sunqunchikta kallpanchan.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Proteja su piel de la radiación solar usando sombrero y bloqueador.,"Intimanta qaranta hark’ay, sombrerowan, intimanta hark’akuqwan ima.",9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
"Una dieta balanceada debe incluir frutas, verduras y menestras.","Allin mikhuypiqa frutakuna, verdurakuna, legumbrekuna ima kanan.",0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Cubra su boca con el antebrazo al toser o estornudar para no contagiar.,"Tos utaq estornudo kachkaspa simiykita ñawpaq makiwan tapay, mana germenkuna mastarikunanpaq.",6,SINTOMAS_SISTEMICOS_PIEL,PREVENCION,lectura,formal
El dengue se transmite por la picadura de un mosquito infectado.,Dengue unquyqa unquyniyuq ch’uspip kanisqanwanmi chayan.,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,lectura,formal
Evite acumular agua en recipientes abiertos donde puedan nacer larvas.,Ama yakuta huñunachu kichasqa mankakunapi maypichus larvakuna lluqsiyta atinku.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
"Si tiene una emergencia, llame inmediatamente al número de la ambulancia.",Ima sasachakuypas kaptinqa chaylla ambulanciata qayay.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
La lactancia materna exclusiva es vital durante los primeros seis meses.,Ñawpaq soqta killakunapiqa ancha allinmi sapallan ñuñuchiyqa.,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
Acuda al dentista dos veces al año para prevenir las caries dentales.,"Watapi iskay kutita kiru hampiqman watukuy, kirukuna mana ismunanpaq.",10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Ventile las habitaciones de su casa para permitir la entrada de aire puro.,"Wasiykipi cuartokunata wayrawan yayachiy, chaynapi sumaq wayra yaykumunanpaq.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,PREVENCION,lectura,formal
Siga exactamente las dosis indicadas por el médico en su receta.,Dosiskunata qatipay doctorpa nisqanman hinapuni.,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
El estrés constante puede causar dolores musculares y migrañas.,"Sapa kuti estrés nisqapiqa aycha nanaymi, migrañapas.",3,EVALUACION_INTENSIDAD_DOLOR,PREVENCION,lectura,formal
El consumo de tabaco aumenta el riesgo de padecer cáncer de pulmón.,Tabacota ukyayqa pulmonmanta cáncer onqoytan astawan yapan.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Verifique siempre la fecha de vencimiento de sus medicinas.,Sapa kuti qhaway hampikunayki p’unchay tukukuyninta.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Realice ejercicios de estiramiento si trabaja muchas horas sentado.,Unay tiempo tiyaspaqa ejercicios de estiramiento nisqakunata ruway.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
La desnutrición infantil afecta el desarrollo cerebral de los menores.,Wawakunapa mana allin mikusqankuqa warmakunapa uma wiñaynintam sasachan.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Use ropa abrigadora durante la temporada de heladas y friaje.,Chiri ruphaypi q’uñi p’achawan churakuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Informe al doctor si siente algún efecto secundario por el tratamiento.,Doctorniykiman willay sichus hampichikuymanta ima efectos secundarios kaqtapas rikunki chayqa.,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
Mantenga su carnet de vacunación en un lugar seguro y accesible.,Vacunación registroykita waqaychay huk allin chaymanta mana sasachakuspalla chayanapaq sitiopi.,4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
El lavado de dientes debe realizarse después de cada comida principal.,Sapa hatun mikhuy tukukuptin kiruykikunata maqchiy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Evite el contacto directo con personas que presenten síntomas de gripe.,Ama gripeman rikch’akuq sintomakunayuq runakunawanqa allinta tupaychu.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Una comunidad informada es una comunidad más saludable y fuerte.,"Willasqa ayllu llaqtaqa aswan qhali, aswan kallpasapa ayllu llaqtam.",4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
Siente algún dolor punzante al mover el brazo derecho?,¿Paña makiykita kuyuchispa ima sinchi nanaytapas sientenkichu?,2,DOLOR_LOCALIZADO_ESPECIFICO,PREVENCION,lectura,formal
Me duele mucho la muela y tengo la cara un poco hinchada.,"Kiruymi anchata nanawan, uyaypas pisillatam punkirun.",2,DOLOR_LOCALIZADO_ESPECIFICO,PREVENCION,lectura,formal
El bebé ha estado llorando mucho y tiene la barriga dura.,"Wawaqa anchata waqasqa, sinchi wiksayuq.",4,SEGUIMIENTO_CONTROL_MEDICO,PREVENCION,lectura,formal
¿Ha notado si su orina tiene un color más oscuro de lo normal?,¿Repararqankichu urinayki sapa kutimanta aswan yana kaptin?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,lectura,formal
Tome este jarabe de hierbas solo si la tos persiste por la noche.,Kay qura jarabetaqa tutapi tos mana chinkaptinlla upyana.,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
"Doctor, siento que me falta el aire cuando subo las escaleras.","Doctor, escaleraman wichaspayqa pisi samayniyuqmi tarikuni.",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,lectura,formal
¿Se ha puesto la vacuna contra la influenza este año?,¿Kay wata gripe vacunata hap’irqankichu?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,lectura,formal
"Por favor, abra la boca y diga ""ah"" para revisar sus amígdalas.","Ama hina kaspa, simiykita kichaspa ""ah"" niy, chaynapi amígdalas nisqaykikunata qawanaypaq.",6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
¿Siente que el dolor se desplaza hacia su espalda o se queda aquí?,¿Wasanmanchu nanayqa kuyuchkanman hinachu icha kaypichu qipanman?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,lectura,formal
Necesito que guarde reposo y no levante objetos pesados por una semana.,"Necesitayki samarinaykita, manataq llasa kaqkunata huk semanata hoqarinaykita.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Ha tenido mareos después de tomar el medicamento que le receté?,¿Qanchu umayki muyurirqanki kamachisqay hampita tomaspayki?,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
"La presión está un poco alta, vamos a esperar diez minutos y medirla de nuevo.",Yawar ñit’iyniykiqa pisillatan yapakun; chunka minututa suyaspa hukmanta hap'isunchik.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Ha usado alguna pomada o crema antes de venir a la consulta?,¿Manaraq citaman hamushaspa ima pomadatapas otaq crematapas utilizarqankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,lectura,formal
Siento un ardor constante en la garganta después de comer.,Mikhusqay qhepamanmi sapa kutilla kunkaypi ruphachiwan.,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,lectura,formal
Vamos a limpiar esta herida con suero fisiológico para evitar infecciones.,Kay k’iritaqa salina solucionwanmi pichasaqku mana infección kananpaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Cuántas horas ha dormido usted en promedio esta última semana?,¿Hayka horatataq kay pasaq semanapi promediopi puñurqanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,lectura,formal
Mi hija tiene unas manchitas rojas detrás de las orejas.,Ususiyqa rinrinpa qhipanpi wakin puka ch’iqchiyuq.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
¿Es la primera vez que siente este tipo de malestar estomacal?,¿Kaychu ñawpaq kuti kayhina wiksa nanayniyuq kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,lectura,formal
Debe terminar todo el tratamiento de antibióticos aunque ya se sienta mejor.,Antibióticos nisqawan tukuy kursuta tukunayki tiyan allinña sientekunki chaypas.,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,lectura,formal
¿Ha tenido algún problema para ver de lejos o nota la vista nublada?,¿Ima sasachakuypas karqanchu karuta rikuspa otaq mana allintachu rikusqaykita?,7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,lectura,formal
"Por favor, relaje los hombros para poder examinar su columna.","Ama hina kaspa, hombroykikunata samachiy, chaynapi columna vertebralnikita qawanaykupaq.",7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,lectura,formal
¿Siente alguna molestia al pasar los alimentos o solo cuando bebe agua?,¿Ima mana allinpas sientekunkichu mikhunata millp’uspa otaq unuta ukyaspalla?,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
Le voy a dar una orden para que se tome una radiografía de tórax.,Huk pedidota qusqayki radiografía de pecho ruwanaykipaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Ha tenido fiebre superior a los treinta y ocho grados hoy?,¿Kunan punchaw 38 grados Celsiusmanta aswan hatun fiebreyuqchu kanki?,0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,lectura,formal
¿Cuál es el nombre de la comunidad donde nació usted?,¿Ima sutitaq maypi paqarisqayki ayllu?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,entrevista,formal
¿Sabe si sus padres sufrieron de enfermedades del corazón o pulmón?,¿Yachankichu tayta-mamayki sonqo onqoywan otaq pulmonwan onqosqa kasqankuta?,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,entrevista,formal
¿Qué tipo de animales crían en su hogar para el consumo propio?,¿Imayna uywakunatataq wasiykipi uywanki kikiykipa mikunaykipaq?,0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,entrevista,formal
¿A qué distancia se encuentra el río o manantial más cercano?,¿Hayka karutaq aswan qaylla mayu utaq pukyu?,0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,entrevista,formal
¿Ha trabajado alguna vez en minas o lugares con mucho polvo?,¿Hayk’aqllapas llank’arqankichu minakunapi otaq ñut’u allpakunapi?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,entrevista,formal
¿Utiliza usted plantas medicinales para calmar los dolores de cabeza?,¿Hampi yurakunatachu uma nanayta pisiyachinki?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,entrevista,formal
¿Desde cuándo presenta estos síntomas y con qué intensidad comenzaron?,"¿Hayk’a unayñan kay sintomakunata rikunki, qallariqtintaq hayk’a sinchi karqan?",0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,entrevista,formal
¿Es alérgico a algún medicamento o alimento?,¿Ima hampikunamanpas otaq ima mikhuykunamanpas alergiayoqchu kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,entrevista,formal
