espanol,quechua_texto,tipo_habla,nivel_formalidad,tema
Descansa y no trabajes mucho.,"Samay, ama  llamk’aychu sinchiyta.",dialogo medico,formal,tratamiento
Regresa en tres días para control.,Kimsa punchawpi kutimunki qhawasaki.,dialogo medico,formal,seguimiento
No comas comida grasosa.,Ama mihunkichu qhurpu mihunata.,dialogo medico,formal,tratamiento
Te duele el pecho al respirar?,Nanasunkicho q’asqoykita samayoctiki?,dialogo medico,formal,sintomas
Tienes presión alta.,Yawar sinchi kanki.,dialogo medico,formal,diagnostico
Tienes presión baja.,Yawar pisi kanki.,dialogo medico,formal,diagnostico
¿Desde cuándo tienes fiebre?,Hayk’aqmantataq ruphay kanki?,dialogo medico,formal,sintomas
Es un dolor muscular.,Kayqa aycha nanaymi.,dialogo medico,formal,diagnostico
Es un dolor de hueso.,Kayqa tullu nanaymi.,dialogo medico,formal,diagnostico
Voy a desinfectar la herida.,Chy llagata hampisaq,dialogo medico,formal,tratamiento
Coloca la venda correctamente.,Allinta watayta churay.,dialogo medico,formal,tratamiento
Tienes tos seca.,Kan kashanki chaqui uhuyuq,dialogo medico,formal,diagnostico
Tienes tos con flema.,Kan uhushanki qotuyucta,dialogo medico,formal,diagnostico
Hay flema en tu pecho.,Q’asqoykipi q'oto kashan.,dialogo medico,formal,diagnostico
No es una enfermedad grave.,Mana onqoyniqui sinchichu.,dialogo medico,formal,diagnostico
Puede ser grave si no te tratas.,Mana hampikuctiqui peorasunquiman.,dialogo medico,formal,diagnostico
Toma solo esta dosis.,Kay q’ipi hampillata upyay.,dialogo medico,formal,medicacion
Vamos a cambiar la medicina.,Hampita kutichisunchik.,dialogo medico,formal,medicacion
¿Tienes picazón en la piel?,Qaraykipichu seqsin?,dialogo medico,formal,sintomas
Tu piel está sana.,Qarayki allinmi kashan.,dialogo medico,formal,diagnostico
Hay inflamación en esa parte.,Chaypi punkiy kan.,dialogo medico,formal,diagnostico
No bebas alcohol por ahora.,Kunanqa ama upyaychu.,dialogo medico,formal,tratamiento
Come solo comida ligera.,Pisilla mikhuyta mikhuy.,dialogo medico,formal,tratamiento
Te haré una revisión completa.,Tukuypi qhaway ruwasqayki.,dialogo medico,formal,diagnostico
¿Tienes dificultad para caminar?,Puriyta sasachankichu?,dialogo medico,formal,sintomas
Te falta el aire al caminar.,Purishaspa samayta chinkachkanki.,dialogo medico,formal,sintomas
Mejorarás pronto con el tratamiento.,Hampiwanta utqay allinyanki.,dialogo medico,formal,tratamiento
Necesitas descansar más.,Munanki aswanta samayta,dialogo medico,formal,tratamiento
Regresa si el dolor continúa.,Nanay mana chinkaptinqa kutimunki.,dialogo medico,formal,seguimiento
"No te preocupes, sanarás.","Ama llakikuychu, allinyanki.",dialogo medico,formal,tratamiento
¿Tienes mucha sed?,Sinchitachu chaq'isunki?,dialogo medico,formal,sintomas
¿No puedes orinar?,Mana hispayta atinkichu?,dialogo medico,formal,sintomas
Orinas con dolor?,Hispaqtiki  nanasunkichu?,dialogo medico,formal,sintomas
El tratamiento terminó.,Allin hampiy tukupun.,dialogo medico,formal,seguimiento
Veo dolor,Nanayta rikuni,dialogo medico,formal,diagnostico
¿Dónde duele?,Maypi nanan?,dialogo medico,formal,diagnostico
¿Por qué duele?,Imanaktin nanan?,dialogo medico,formal,diagnostico
¿Desde cuándo duele?,Hayk’aqmantataq nanan?,dialogo medico,formal,diagnostico
¿Te duele la cabeza?,Umaykichu nanasunki?,dialogo medico,informal,sintomas
¿Te duele el corazón?,Sonqoykichu nanasunki?,dialogo medico,informal,sintomas
Tienes dolor de estómago,Wiksaykichu nanasunki?,dialogo medico,informal,sintomas
Me duele la garganta,Kunkaymi nanashahuan,dialogo medico,informal,sintomas
Tienes fiebre,Ruphaywan kanshanki,dialogo medico,informal,sintomas
Estás con mucha fiebre,Nishuta rupashanki,dialogo medico,informal,sintomas
¿Tienes escalofríos?,Chiriwan kachkanki?,dialogo medico,informal,sintomas
Tengo Mareo,Sonqoymi muyuy,dialogo medico,informal,sintomas
Tengo boca seca,simimi ch'akin,dialogo medico,informal,sintomas
Bebe agua,Unuchata ojhaykuy,dialogo medico,informal,prevencion
Bebe mas agua,Ashka unuchata ojhaykuy,dialogo medico,informal,prevencion
Toma la medicina,Hampiquitay ojhaykuy,dialogo medico,informal,medicacion
Toma dos veces al día,Iskay kutita ojhanayki,dialogo medico,informal,medicacion
Toma tres veces,Kimsa kutita ojhanayki,dialogo medico,informal,medicacion
Tómalo después de comer,Mikhuspaña ojhanayki,dialogo medico,informal,medicacion
No lo tomes con comida,Mana mikhuspa ojhanayki,dialogo medico,informal,medicacion
Descansa bien,Phuñumuy allinta,dialogo medico,informal,tratamiento
Descansa más,Astawan puñumuy,dialogo medico,informal,tratamiento
No te preocupes,Ama llank’aychu,dialogo medico,informal,seguimiento
Relajate,Samaykuy allinta,dialogo medico,informal,tratamiento
El dolor disminuirá,Pisiq'haña nanayki,dialogo medico,formal,seguimiento
Ya estás mejor,Allinllañ kachkanki,dialogo medico,informal,seguimiento
Aún no estás bien,Manaraq allinchu kachkanki,dialogo medico,informal,seguimiento
Análisis de sangre,Yawarnikita qawachisunchis,dialogo medico,formal,diagnostico
te voy hacer sacar tu sangre,Hurquychisanki yawarnikita hurquy,dialogo medico,informal,diagnostico
En tu sangre sale la enfermedad,Yawarnikipi honqoy llocsinq'ha,dialogo medico,informal,diagnostico
No es grave,Manan nishuchu onkoyniki,dialogo medico,formal,diagnostico
Enfermedad grave,Onkoyniyki nishuña kaskhan,dialogo medico,formal,diagnostico
ese medicamento te vas a comprar,Chay hampita rantiqunki,dialogo medico,informal,medicacion
te vamos a poner Inyección,Mat’ita churamusayki,dialogo medico,informal,medicacion
Toma la pastilla,Pastillata mikhuy,dialogo medico,informal,medicacion
Toma el jarabe,Jarabita upyay,dialogo medico,informal,medicacion
Tienes Inflamación estomacal,Wiksayki q’ipashan,dialogo medico,formal,diagnostico
¿Tienes Dolor fuerte?,Nishutachu nanamushasunki?,dialogo medico,informal,sintomas
¿Tienes dolor leve?,Nanayki pisiñachu kachkan,dialogo medico,informal,sintomas
No duele mucho,Manan nishuychu nananwan,dialogo medico,informal,seguimiento
Tu enfermedad esta avanzando,Unquyniki nishullapushan,dialogo medico,formal,seguimiento
Está mejorando,Onkoyniyki Thaniamushanña,dialogo medico,informal,seguimiento
Mejoró bastante,Allintañan Thanishanki,dialogo medico,informal,seguimiento
Tienes Enfermedad pulmonar,Q’asqomanta onqoyoshanki,dialogo medico,formal,diagnostico
Tienes Enfermedad cardíaca,Sonqokimanta onqoyoshanki,dialogo medico,formal,diagnostico
Tienes Enfermedad digestiva,Wiksaikimanta onqoyoshanki,dialogo medico,formal,diagnostico
Toma bebidas caliente,Ruphamatichata ojhanayki,dialogo medico,informal,tratamiento
Come verduras,Q’umichata mikhunayki,dialogo medico,informal,prevencion
Esta es buena medicina,Kayqa allin hampi ma,dialogo medico,informal,medicacion
¿Estas enfermo?,Unqusqachu kachkanki,dialogo medico,informal,diagnostico
Tengo dolor.,Nanaywan kani.,dialogo medico,informal,sintomas
Tengo dolor de cabeza.,Uma nanaywan kani.,dialogo medico,informal,sintomas
Me duele el diente.,Kiruy nanawan.,dialogo medico,informal,sintomas
Me duele el estómago.,Wiksay nanawan.,dialogo medico,informal,sintomas
Tengo dolor de garganta.,Kunka nanaywan kani.,dialogo medico,informal,sintomas
Me duele el pie.,Chaki nanawan.,dialogo medico,informal,sintomas
Me duele la mano.,Maki nanawan.,dialogo medico,informal,sintomas
Tengo fiebre.,Ruphaywan kani.,dialogo medico,informal,sintomas
Tengo frío.,Chiriywan kani.,dialogo medico,informal,sintomas
Tengo tos.,Q'uchuywan kani.,dialogo medico,informal,sintomas
Estoy con tos.,Q'uchuywan kani.,dialogo medico,informal,sintomas
Tengo la nariz tapada.,Sinqay wichq'asqa kachkan.,dialogo medico,informal,sintomas
Estoy sangrando.,Yawar lluqsishani.,dialogo medico,informal,sintomas
Estoy cansado(a).,Qhayqosqa kani.,dialogo medico,informal,sintomas
No me siento bien.,Manan allinchu kani.,dialogo medico,informal,sintomas
Iré al médico.,Hampiqman risaq.,dialogo medico,informal,seguimiento
Necesito un médico.,Hampiqta munani.,dialogo medico,informal,diagnostico
Necesito tratamiento.,Hampiyta munani.,dialogo medico,informal,tratamiento
Traigo dinero.,Qullqiyta apamuni.,dialogo medico,informal,seguimiento
¿Tienes dinero?,Qullqiyuqchu kanki?,dialogo medico,informal,seguimiento
¿Dónde está el dolor?,Maypitaq nanay kachkan?,dialogo medico,informal,diagnostico
Aquí está el dolor.,Kaypi nanay kachkan.,dialogo medico,informal,sintomas
¿Desde cuándo tienes dolor?,Hayk'aqmantataq nanaywan kanki?,dialogo medico,informal,diagnostico
Desde hoy.,Kunanmanta.,dialogo medico,informal,diagnostico
Desde ayer.,Qayna p'unchawmanta.,dialogo medico,informal,diagnostico
El médico está aquí.,Hampiq kaypi kachkan.,dialogo medico,informal,seguimiento
Toma tu medicina.,Hampiykita upyay.,dialogo medico,informal,medicacion
Tómalo dos veces al día.,Iskay kuti p'unchawpi upyay.,dialogo medico,informal,medicacion
Bebe agua.,Unuta upyay.,dialogo medico,informal,tratamiento
Descansa.,Samay.,dialogo medico,informal,tratamiento
Duerme bien.,Allinta puñuy.,dialogo medico,informal,tratamiento
No te preocupes.,Ama llakikuychu.,dialogo medico,informal,prevencion
¿Cómo te llamas?,Imataq sutiyki?,dialogo medico,informal,diagnostico
¿Cuántos años tienes?,Hayk'a watayuq kanki?,dialogo medico,informal,diagnostico
Tengo 20 años.,Ñuqaqa iskay chunka watayuq kani.,dialogo medico,informal,diagnostico
¿Eres hombre o mujer?,Qharichu warmichu kanki?,dialogo medico,informal,diagnostico
Bienvenido(a).,Allin hamuy.,dialogo medico,informal,seguimiento
¿Hay tos?,Q'uchuy kachkanchu?,dialogo medico,informal,diagnostico
¿Hay fiebre?,Ruphay kachkanchu?,dialogo medico,informal,diagnostico
¿Hay dolor?,Nanay kachkanchu?,dialogo medico,informal,diagnostico
¿Estás bien?,Allillanchu kanki?,dialogo medico,informal,diagnostico
"Sí, estoy bien.","Arí, allillanmi kani.",dialogo medico,informal,diagnostico
No estoy bien.,Manan allillanchu kani.,dialogo medico,informal,sintomas
¿Por qué vienes?,Imaraykutaq hamunki?,dialogo medico,informal,diagnostico
Vengo por dolor.,Nanayrayku hamuni.,dialogo medico,informal,sintomas
Regresa después.,Qhipaman kutimuy.,dialogo medico,informal,seguimiento
Espera aquí.,Kaypi suyay.,dialogo medico,informal,seguimiento
Escucha al médico.,Hampiqta uyariy.,dialogo medico,informal,tratamiento
Queremos buena salud.,Allin kawsayta munanchik.,dialogo medico,informal,prevencion
El tratamiento es bueno.,Hampiyqa allinmi.,dialogo medico,informal,tratamiento
¿Qué es lo que le molesta o por qué viene?,¿Iman nanasunqui imarayku hamunki?,dialogo medico,formal,sintomas
¿Desde cuándo está enfermo?,¿Hayk'akmanta onq'oska kashanky?,dialogo medico,formal,sintomas
¿Qué enfermedad tiene tu hijo?,¿Imamanta onq'oshan wawayki?,dialogo medico,formal,sintomas
¿Le duele la espalda?,¿Wasayki nanan?,dialogo medico,formal,sintomas
"¿Siente dolor al pasar la saliva o los alimentos, ardor o punza o le produce la tos?",¿Nananka hina mikunki tokaynikiwan pasakunki o sananasuykipak o sasawanchu o ujuchu qosonki?,dialogo medico,formal,sintomas
¿Tiene dolor en el cuello?,¿Kunkayki nananchu?,dialogo medico,formal,sintomas
¿Tiene tos por momentos o constante?,¿Uhunki pisitachu o nishutachu?,dialogo medico,formal,sintomas
"¿Con la tos bota algo y de qué color, blanco, verde, amarillo, con sangre o totalmente con sangre?","¿Uhuspa imata thoqanki, ima colortan, yuractachu, q'omertachu, kellotachu o yawartachu?",dialogo medico,formal,sintomas
"¿Con la tos se agita, no puede respirar bien y si camina se agita o le falta el aire para respirar?","¿Uhunki hina saykunkichu manachu samayta atinki, purinki hina saykunkichu o samay mana kanchu?",dialogo medico,formal,sintomas
¿La tos se acompaña de dolor hacia alguna parte de la espalda?,¿Uhunki hina huasaykichu nanasunki?,dialogo medico,formal,sintomas
¿Siente que le ronca o le silba el pecho?,¿Uhunki hina ronkankichu o silvankichu?,dialogo medico,formal,sintomas
¿Tiene agitación por momentos o todo el día?,¿Saik'unki hask'atachu pisillatachu?,dialogo medico,formal,sintomas
"¿Tiene dolor, punzada, cuando tose, camina o respira profundo?",¿Uhunki hina nanasunki o purinki hina?,dialogo medico,formal,sintomas
"Quítese la ropa, le voy a examinar","Ch'utikuy p'achaykita, qhawasaq imaynas kashanki",dialogo medico,formal,diagnostico
¿Se agita cuando camina?,¿Purinki hina ajitakunkichu?,dialogo medico,formal,sintomas
¿Se despierta ahogándose cuando duerme?,¿Rikch'ankichu puñuspa mana samayta atispa?,dialogo medico,formal,sintomas
¿Le duele el pecho cuando camina?,¿Purijtiyki pechoyki nanasunki?,dialogo medico,formal,seguimiento
¿Qué hace para que el dolor pase?,¿Imatan ruwanki chay nanay pasanampaq?,dialogo medico,formal,sintomas
"Además de dolor, ¿qué otra cosa siente?",¿Nanaymanta imatan sintinki?,dialogo medico,formal,sintomas
¿Siente que le palpita el pecho?,¿Pechoyki saltakun?,dialogo medico,formal,diagnostico
Deme su brazo para ver su presión,Apamuy makiykita presion qhawanaypaq,dialogo medico,formal,diagnostico
Le voy a examinar su corazón,Sonqoykita qhawasaq imayna kashan,dialogo medico,formal,diagnostico
Respire / no respire / póngase de costado / siéntese,Samay / ama samaychu / teknemanta churakuy / tiyariy,dialogo medico,formal,diagnostico
Ponga suelto el abdomen,Wiksaykita ama kuyuchiychu,dialogo medico,formal,sintomas
¿Están sus pies hinchados? ¿En la mañana o en la tarde?,¿Chakiyki punkisqachu kashan? ¿Tutamantachu o ch'isintachu?,dialogo medico,formal,diagnostico
Descúbrase la camisa para examinar su corazón,Kichariy camisaykita sonqoyki qhawanapaq,dialogo medico,formal,sintomas
¿Se cansa o se agita cuando camina poca distancia o gran distancia?,¿Purinki hina saykunkichu pisillatachu o mast'atachu?,dialogo medico,formal,sintomas
"¿Siente que su corazón le palpita rápido o por momentos, a veces o siempre o cuando camina?","¿Sonqoyki utqhayta purinchu, wakinta o sapa kuti o purinki hina?",dialogo medico,formal,sintomas
¿Esa hinchazón ha subido hasta las piernas o la barriga?,¿Chakillaykikama punkisqachu o wiksakama?,dialogo medico,formal,sintomas
¿Siente el abdomen más hinchado cuando come o después de comer?,¿Wiksayki aswan punkin mikuspa o mikusqanmanta qhipa?,dialogo medico,formal,sintomas
¿Alguna vez se ha despertado bruscamente a media noche porque le faltaba aire para respirar o estaba tosiendo o estaba agitado?,¿Rikcharinkichu kuskan tuta mana samayta atispa o uhuspa saykuspa?,dialogo medico,formal,sintomas
¿El dolor en el pecho se ha vuelto permanente?,¿Qhasqo nanayniyki unaymanatañachu nanan?,dialogo medico,formal,sintomas
¿Es algo como que le aprisionaran o apretaran el pecho?,¿Mat'iykusunquimanchu sonqoykita hina mat'ikun?,dialogo medico,formal,sintomas
"Cuando le caen mal los alimentos, ¿le dan ganas de arrojar (vomitar), le viene dolor, siente que se hincha el abdomen? ¿Cuánto tiempo dura esta molestia?","¿Mikuyniyki mana allinchu kashan hina aktupakuyta munankichu, nanay hapisunki, wiksayki punkin? Hayk'a unayta nanan?",dialogo medico,formal,sintomas
"Si ha tenido dolor en la boca del estómago (epigastrio), ¿este dolor luego se localiza en el lado derecho y es muy intenso?","Wiksay simipi nanasunkichu, chay nanay paña wiksapi sinch'ita nanan?",dialogo medico,formal,sintomas
¿A los pocos días ese dolor se acompaña de coloración amarilla en los ojos y la piel y hay cambio de color de la orina?,"Pisi p'unchay hinaspa ñawiykik'ello tukunchu, aychaykipis, hisp'aynikipis t'ikran?",dialogo medico,formal,diagnostico
¿Cómo fue su parto? ¿Dónde y quién la ha atendido?,"¿Imaynatam wacharanki, maypitaq pitas qhawarasunki?",dialogo medico,formal,sintomas
¿Has tenido mucho dolor de cadera?,¿Tekniyki anchata nanasunki?,dialogo medico,formal,diagnostico
¿Le ha visto un ginecólogo? ¿Una vez al año? ¿Cuánto tiempo no lo ha visto o nunca lo hizo?,¿Rikusunkichu warmi doctor sapa watapi? Hayk'akmanta mana rikunki o manaraqchu?,dialogo medico,formal,diagnostico
Voy a tomarle la presión,Presionniykita qhawasaq imayna kashan,dialogo medico,formal,prevencion
Traiga a su hijo para vacunarlo,Wawaykita vacunanapaq apamuy,dialogo medico,formal,seguimiento
"Cada mes debes traer a tu hijo para pesarlo, examinarlo","Wawaykita sapa killa apamunki pesanapaq, qhawanapaq",dialogo medico,formal,diagnostico
Vaya al laboratorio,Laboratorioman puriy,dialogo medico,formal,diagnostico
Mañana viene en ayunas,Paqarin hamunki ama mikuspa,dialogo medico,formal,tratamiento
Necesita que le operen,Operasunki tiyan,dialogo medico,formal,diagnostico
¿Le sacaron radiografía?,¿Radiografiata orqorasunkichu?,dialogo medico,formal,tratamiento
Le voy a poner suero,Suerota churasayki,dialogo medico,formal,tratamiento
¿Le ajusta la venda?,¿Mat'isunkichu chumpi?,dialogo medico,formal,tratamiento
La herida se puede abrir,Heridayki kicharikunman,dialogo medico,formal,tratamiento
Se le puede infectar,Q'echakunmanmi,dialogo medico,formal,tratamiento
¿Cómo has estado durmiendo últimamente?,¿Imaynan puñurqanki kay qhipa p'unchawpi?,dialogo medico,informal,sintomas
¿Has notado cambios en tu apetito?,¿Ima tikraytachu rikurqanki mikhunaykipaq?,dialogo medico,formal,sintomas
¿Te sientes más cansado de lo normal?,¿As más sayk'usqachu tarikunki sapa kuti kashasqaykimanta?,dialogo medico,informal,sintomas
¿Tienes problemas para concentrarte?,¿Sasachakunkichu yuyayniykiwan?,dialogo medico,informal,sintomas
¿Has tenido dolores de cabeza últimamente?,¿Umayki nanashasunkichu kay qhipa p'unchawpi?,dialogo medico,informal,sintomas
¿Sientes mareos o vértigo?,¿Umay muyuyta sintishanki?,dialogo medico,formal,sintomas
¿Has tenido problemas de visión?,¿Ñawiypi sasachakuykunata charqanki?,dialogo medico,formal,sintomas
¿Tienes dolor de oído?,¿Rinriyki nanashasunkichu?,dialogo medico,informal,sintomas
¿Tienes congestión nasal o secreción nasal?,¿Sinqhayki hunt'asqachu icha yakuyuqchu?,dialogo medico,formal,sintomas
¿Tienes dolor de garganta?,¿Kunkayki nanashasunkichu?,dialogo medico,informal,sintomas
¿Tienes dificultad para tragar?,¿Sasachakunkichu millp'uyta?,dialogo medico,formal,sintomas
¿Has notado cambios en tu voz?,¿Rimayniykipi t'ikrayta rikurqanki?,dialogo medico,formal,sintomas
¿Tienes tos?,¿Uhukushankichu?,dialogo medico,informal,sintomas
¿Tienes dificultad para respirar?,¿Sasachakunkichu samayta?,dialogo medico,formal,sintomas
¿Sientes dolor en el pecho?,¿Qhasqoyki nanashasunkichu?,dialogo medico,formal,sintomas
¿Tienes palpitaciones?,¿Sunquyki phinkiykushanchu?,dialogo medico,informal,sintomas
¿Tienes hinchazón en los tobillos o las piernas?,¿Chakiyki punkishanchu?,dialogo medico,formal,sintomas
¿Tienes dolor de estómago?,¿Wiksayki nanashasunkichu?,dialogo medico,formal,sintomas
¿Tienes náuseas o vómitos?,¿Aqtupakuyta munashankichu?,dialogo medico,formal,sintomas
¿Tienes diarrea o estreñimiento?,¿Iskaychaychu kashanki icha mana iskaychaychu?,dialogo medico,formal,sintomas
¿Has notado sangre en las heces?,¿Yawarta rikurqanki iskaychaynikipi?,dialogo medico,informal,sintomas
¿Tienes dolor al orinar?,¿Hispayta nanashasunkichu?,dialogo medico,formal,sintomas
¿Tienes que orinar con frecuencia?,¿Sapa kuti hispayta munashanki?,dialogo medico,formal,sintomas
¿Has notado cambios en tu orina?,¿Hisp'aynikipi huk tikrayta rikurqanki?,dialogo medico,formal,sintomas
¿Tienes dolor en las articulaciones?,¿Tullukunapi nanayniyuqchu kanki?,dialogo medico,informal,sintomas
¿Tienes rigidez en las articulaciones?,¿Tullukunapi qaqawchu kanki?,dialogo medico,formal,sintomas
¿Tienes dolor muscular?,¿Aychayki nanashasunkichu?,dialogo medico,formal,sintomas
¿Tienes erupciones en la piel?,¿Qaraykipi q'uru kashanchu?,dialogo medico,formal,sintomas
¿Tienes picazón en la piel?,¿Qarayki qaqachakushanchu?,dialogo medico,formal,sintomas
¿Tienes moretones con facilidad?,¿Utqaylla panti tukupunki?,dialogo medico,informal,sintomas
¿Tienes sangrado inusual?,¿Mana sapa kuti yawar lluqsimushanchu?,dialogo medico,formal,sintomas
¿Has perdido peso sin intentarlo?,¿Mana munaspachu llank'ayta pisiyachishanki?,dialogo medico,informal,sintomas
¿Has tenido fiebre?,¿Ruphaqkashankichu,dialogo medico,formal,sintomas
¿Has tenido escalofríos?,¿Chiriywan kashankichu?,dialogo medico,formal,sintomas
¿Tienes sudores nocturnos?,¿Tutapi humpi kashanki?,dialogo medico,formal,sintomas
¿Te sientes deprimido o ansioso?,¿Llakisqa utaq manchakuywan kashanki?,dialogo medico,informal,sintomas
¿Tienes problemas para dormir?,¿Sasachakunkichu puñuyta?,dialogo medico,informal,sintomas
¿Tienes pensamientos suicidas?,¿Wañuyta yuyashankichu?,dialogo medico,formal,sintomas
¿Has tenido convulsiones?,¿Katarqachu kashanki?,dialogo medico,informal,sintomas
¿Has perdido la conciencia?,¿Mana yuyayniyuqchu tarikunki?,dialogo medico,informal,sintomas
¿Tienes problemas de memoria?,¿Yuyaypi sasachakuykunata charqanki?,dialogo medico,formal,diagnostico
¿Tienes dificultad para hablar?,¿Rimaypi sasachakuyta charqanki?,dialogo medico,formal,sintomas
¿Tienes debilidad en los brazos o las piernas?,¿Brazo utaq chakipi pisiyarqanki?,dialogo medico,formal,sintomas
¿Tienes entumecimiento en los brazos o las piernas?,¿Brazo utaq chakipi wañuyta charqanki?,dialogo medico,informal,sintomas
¿Tienes temblores?,¿Katikachakushankichu?,dialogo medico,formal,sintomas
¿Tienes problemas de equilibrio?,¿Tinkuykachaypi sasachakuyta charqanki?,dialogo medico,formal,sintomas
¿Has tenido caídas?,¿Urmarqachu kashanki?,dialogo medico,formal,sintomas
¿Tienes llagas que no cicatrizan?,¿Mana allin qhali t'uqyakunata charqanki?,dialogo medico,formal,sintomas
¿Tienes ganglios linfáticos inflamados?,¿Linfakunapi punkikunata charqanki?,dialogo medico,formal,sintomas
¿Has notado algún bulto o masa inusual?,¿Huk mana riqsisqa punkita utaq masata rikurqanki?,dialogo medico,formal,sintomas
