espanol,quechua_texto,cluster_id,cluster_label,tipo_habla,nivel_formalidad,tema
¿Ha tenido náuseas o ganas de vomitar después de almorzar?,¿Nauseaswanchu sientekurqanki otaq almuerzota mikhuspa vomitayta munarqanki?,1,DOLOR_LOCALIZADO,dialogo medico,formal,tratamiento
El resultado de su radiografía muestra una pequeña fisura en el hueso.,Radiografía ruwasqanpin rikukun tullunpi huch’uy raqrakusqan.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,tratamiento
¿Sufre usted de diabetes o alguna enfermedad del corazón?,¿Diabetes onqoywanchu otaq sonqo kashanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,formal,tratamiento
Me siento muy cansado y sin energía a pesar de dormir mucho.,"Ancha sayk’usqa, mana kallpayoq sientekuni askha puñuspapas.",0,GESTION_SALUD_GENERAL,dialogo medico,formal,tratamiento
Lávese bien las manos antes de aplicar esta crema en la zona afectada.,Makinchikta allinta mayllakuna manaraq kay cremata unqusqa kaqman churachkaspa.,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿En qué comunidad o distrito vive actualmente usted?,¿Mayqin ayllupi utaq distritupitaq kunan tiyanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Alguien más en su familia sufre de los mismos síntomas?,¿Aylluykipi huk runapas chayna sintomakunawan ñakarichkan?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Cuenta usted con todas las vacunas del calendario nacional?,¿Llapa vacunakunata chaskirqankichu horario nacional nisqapi?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Qué tipo de alimentos consume con mayor frecuencia en su hogar?,¿Ima clase mikhuykunatataq wasiykipi astawan mikhunki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,entrevista,informal,prevencion
¿Suele beber agua hervida o agua directamente del puquio?,¿T’impusqa unutachu icha pukyumantallachu unuta ukyanki?,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿A qué edad empezaron sus problemas de visión o audición?,¿Ima watayuqmantataq rikuyninkupi utaq uyariyninkupi sasachakuyninku qallarirqa?,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,informal,prevencion
¿Realiza usted algún tipo de actividad física o trabajo en el campo?,¿Ima clase aychatachu ruwanki icha chakrapi llamk’ankichu?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Ha viajado recientemente a alguna zona de clima tropical o selva?,¿Chayllaraqchu mayqin tropical utaq yunka clima nisqapipas rirqankichu?,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿Cuántas personas viven con usted en su habitación?,¿Hayka runakunataq qamwan kuska tiyanku cuartoykipi?,1,DOLOR_LOCALIZADO,entrevista,informal,prevencion
"¿En su casa cocinan con leña, bosta o utilizan cocina a gas?","¿Yanawanchu, wanuwanchu, wasiykipi gas estufawanchu yanukunki?",6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿Ha recibido información sobre cómo prevenir la anemia en los niños?,¿Chaskirqankichu willakuykunata imaynatas wawakunapi anemia onqoyta hark’akunman chaymanta?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Cada cuánto tiempo acude al centro de salud para un chequeo?,¿Hayka kutitataq hampina wasiman rinki qawakunaykipaq?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Tiene alguna mascota o animal de corral dentro de su vivienda?,¿Wasiyki ukupi uywakuna utaq chakra uywakuna kanchu?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Sabe usted cuál es su tipo de sangre y si tiene alergias?,¿Yachankichu yawarniykipa imayna kasqanmanta hinaspa ima alergiayuq kasqaykitapas?,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,informal,prevencion
¿Utiliza algún método de planificación familiar en este momento?,¿Kunanqa ima métodotapas planificación familiar nisqawan yanapachikunkichu?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Alguna vez le han realizado una transfusión de sangre en el pasado?,¿Hayk’aqllapas ñawpaqpi yawarta churarqankichu?,0,GESTION_SALUD_GENERAL,entrevista,informal,prevencion
¿Cómo es el acceso al agua potable y desagüe en su localidad?,"¿Imaynataq llaqtaykipi upyana yakuman, chuya yakuman haykuy?",5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Ha notado cambios en su estado de ánimo o problemas para dormir?,¿Repararqankichu imayna sientekusqayki cambiasqanmanta otaq puñuypi sasachakuykuna kasqanmanta?,0,GESTION_SALUD_GENERAL,entrevista,informal,prevencion
¿Fuma cigarrillos o consume bebidas alcohólicas frecuentemente?,¿Cigarrotu pitanki otaq sapa kuti machayta tomanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,entrevista,informal,prevencion
¿Qué medicamentos suele tener en su botiquín de emergencia?,¿Ima hampikunatan sapa kutilla primeros auxilios nisqapi churanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿A qué se dedica laboralmente y cuántas horas trabaja al día?,"¿Ima llamk’ayniykitaq, hayk’a horatataq sapa p’unchaw llamk’anki?",2,PROCEDIMIENTOS_DIAGNOSTICOS,entrevista,informal,prevencion
¿Ha tenido alguna complicación seria durante sus embarazos anteriores?,¿Ñawpaq wiksayakusqaykipi ima hatun sasachakuykunatapas tarirqankichu?,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿Sabe cómo actuar en caso de una picadura de insecto venenoso?,¿Yachankichu venenoyuq kurukuna kanikuptin imayna ruwayta?,0,GESTION_SALUD_GENERAL,entrevista,informal,prevencion
¿Ha recibido la charla informativa sobre la importancia de la lactancia?,¿Chaskirqankichu chay willakuy rimayta ñuñuchiy ancha allin kasqanmanta?,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿Cuál es su peso y talla aproximada según su último control?,"¿Imaynataq yaqa llasayniyki, sayayniykitaq qhipa qhawayniykimanjina?",0,GESTION_SALUD_GENERAL,entrevista,informal,prevencion
¿Siente que el clima de la región afecta su salud respiratoria?,¿Qanpa yuyayniykipiqa chay regionpa climan respiratorio saludniykita afectanchu?,6,DOLOR_PECHO_RESPIRATORIO,entrevista,informal,prevencion
¿Ha tenido contacto con personas que tengan tuberculosis o tos fuerte?,¿Tuberculosis onqoyniyoq otaq sinchi tosniyoq runakunawan tuparqankichu?,1,DOLOR_LOCALIZADO,entrevista,informal,prevencion
¿Cómo manejan los residuos sólidos y la basura en su comunidad?,"¿Imaynatataq llaqtaykipi residuos sólidos nisqakunata, basurakunatapas kamachinki?",1,DOLOR_LOCALIZADO,entrevista,informal,prevencion
¿Cuenta con algún seguro de salud como el SIS para atenderse?,¿Seguro de saludniyuqchu kanki kayhina SIS hampi necesidadniykikunata hunt’anaykipaq?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Ha notado bultos extraños en su cuerpo durante el último mes?,¿Repararqankichu kay pasaq killapi cuerpoykipi ima mana costumbre kaq t’urukuna kasqanmanta?,1,DOLOR_LOCALIZADO,entrevista,informal,prevencion
¿Qué tan lejos queda el puesto de salud más cercano a su casa?,¿Hayka karutaq wasiykimanta aswan hichpallapi kaq hampina wasi?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Entiende usted las instrucciones que le da el personal médico?,¿Entiendenkichu hampiqkunapa kamachikuyninkunata?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,informal,prevencion
¿Desea que algún familiar lo acompañe durante la consulta de hoy?,¿Munawaqchu kunan p’unchay citaykipi huk familiayki compañananta?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Es fundamental lavarse las manos con agua y jabón antes de comer.,Manaraq mikhuchkaspa makinchikta jabonwan yakuwan mayllakuyqa ancha allinmi.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
La vacunación es la mejor forma de proteger a nuestros hijos de enfermedades.,Vacunacionqa aswan allinmi warmanchikkunata unquykunamanta harkanapaq.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
El consumo excesivo de sal y azúcar puede dañar gravemente su salud.,"Kachita, azúcar nisqatapas nishuta mikhuyqa sinchitan qhali kayniykita dañanman.",5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,C:\Users\CHRISTIAN\Documents\Grabaciones,prevencion
Mantenga los medicamentos fuera del alcance de los niños pequeños.,Huch’uy wawakunaq mana aypananpaq hampikunata waqaychay.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
La anemia se previene consumiendo alimentos ricos en hierro como la sangrecita.,"Anemia unquytaqa hark’akunmanmi hierroyuq mikhuykunata mikhuspa, ahinataq yawar salchichata.",5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Use mosquiteros si vive en zonas donde hay presencia de zancudos.,Sisikuna kasqan cheqaskunapi tiyaspaqa ch’uspi llikata apaykachana.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Es importante hervir el agua durante al menos cinco minutos antes de beberla.,Importantemi yakuta manaraq upyachkaspa pichqa minutollapas timpuchiy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
El chequeo preventivo anual ayuda a detectar enfermedades a tiempo.,Watamanta wata qhawayqa yanapanmi unquykunata temprano riqsiyta.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
"No se automedique, siempre consulte con un profesional de la salud.",Ama kikiykita hampikuychu; sapa kuti huk profesional de salud nisqawan tapukuy.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
La salud mental es tan importante como la salud física para el bienestar.,"Yuyaypi qhali kayqa ancha allinmi, aycha qhali kay hina allin kawsaypaq.",5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Limpie frecuentemente las superficies de contacto en su cocina y baño.,Sapa kuti pichay sapa kuti llamisqa hawakunata cocinaykipi hinaspa bañoykipi.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
"Durante el embarazo, acuda a todos sus controles prenatales sin falta.","Wiksayuq kachkaspaqa, manaraq nacechkaspa tukuy citaykikunaman riy, mana pantaspa.",2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
El ejercicio diario mejora la circulación y fortalece el corazón.,Sapa punchaw ejercicio ruwayqa allintam yawar purinanpaq yanapan hinaspa sunqunchikta kallpanchan.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,prevencion
Proteja su piel de la radiación solar usando sombrero y bloqueador.,"Intimanta qaranta hark’ay, sombrerowan, intimanta hark’akuqwan ima.",0,GESTION_SALUD_GENERAL,lectura,formal,prevencion
"Una dieta balanceada debe incluir frutas, verduras y menestras.","Allin mikhuypiqa frutakuna, verdurakuna, legumbrekuna ima kanan.",2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Cubra su boca con el antebrazo al toser o estornudar para no contagiar.,"Tos utaq estornudo kachkaspa simiykita ñawpaq makiwan tapay, mana germenkuna mastarikunanpaq.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,prevencion
El dengue se transmite por la picadura de un mosquito infectado.,Dengue unquyqa unquyniyuq ch’uspip kanisqanwanmi chayan.,0,GESTION_SALUD_GENERAL,lectura,formal,prevencion
Evite acumular agua en recipientes abiertos donde puedan nacer larvas.,Ama yakuta huñunachu kichasqa mankakunapi maypichus larvakuna lluqsiyta atinku.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
"Si tiene una emergencia, llame inmediatamente al número de la ambulancia.",Ima sasachakuypas kaptinqa chaylla ambulanciata qayay.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
La lactancia materna exclusiva es vital durante los primeros seis meses.,Ñawpaq soqta killakunapiqa ancha allinmi sapallan ñuñuchiyqa.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Acuda al dentista dos veces al año para prevenir las caries dentales.,"Watapi iskay kutita kiru hampiqman watukuy, kirukuna mana ismunanpaq.",2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Ventile las habitaciones de su casa para permitir la entrada de aire puro.,"Wasiykipi cuartokunata wayrawan yayachiy, chaynapi sumaq wayra yaykumunanpaq.",5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Siga exactamente las dosis indicadas por el médico en su receta.,Dosiskunata qatipay doctorpa nisqanman hinapuni.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
El estrés constante puede causar dolores musculares y migrañas.,"Sapa kuti estrés nisqapiqa aycha nanaymi, migrañapas.",1,DOLOR_LOCALIZADO,lectura,formal,prevencion
El consumo de tabaco aumenta el riesgo de padecer cáncer de pulmón.,Tabacota ukyayqa pulmonmanta cáncer onqoytan astawan yapan.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Verifique siempre la fecha de vencimiento de sus medicinas.,Sapa kuti qhaway hampikunayki p’unchay tukukuyninta.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Realice ejercicios de estiramiento si trabaja muchas horas sentado.,Unay tiempo tiyaspaqa ejercicios de estiramiento nisqakunata ruway.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
La desnutrición infantil afecta el desarrollo cerebral de los menores.,Wawakunapa mana allin mikusqankuqa warmakunapa uma wiñaynintam sasachan.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,prevencion
Use ropa abrigadora durante la temporada de heladas y friaje.,Chiri ruphaypi q’uñi p’achawan churakuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Informe al doctor si siente algún efecto secundario por el tratamiento.,Doctorniykiman willay sichus hampichikuymanta ima efectos secundarios kaqtapas rikunki chayqa.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Mantenga su carnet de vacunación en un lugar seguro y accesible.,Vacunación registroykita waqaychay huk allin chaymanta mana sasachakuspalla chayanapaq sitiopi.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
El lavado de dientes debe realizarse después de cada comida principal.,Sapa hatun mikhuy tukukuptin kiruykikunata maqchiy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Evite el contacto directo con personas que presenten síntomas de gripe.,Ama gripeman rikch’akuq sintomakunayuq runakunawanqa allinta tupaychu.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Una comunidad informada es una comunidad más saludable y fuerte.,"Willasqa ayllu llaqtaqa aswan qhali, aswan kallpasapa ayllu llaqtam.",5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
Siente algún dolor punzante al mover el brazo derecho?,¿Paña makiykita kuyuchispa ima sinchi nanaytapas sientenkichu?,0,GESTION_SALUD_GENERAL,lectura,formal,prevencion
Me duele mucho la muela y tengo la cara un poco hinchada.,"Kiruymi anchata nanawan, uyaypas pisillatam punkirun.",6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
El bebé ha estado llorando mucho y tiene la barriga dura.,"Wawaqa anchata waqasqa, sinchi wiksayuq.",6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
¿Ha notado si su orina tiene un color más oscuro de lo normal?,¿Repararqankichu urinayki sapa kutimanta aswan yana kaptin?,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
Tome este jarabe de hierbas solo si la tos persiste por la noche.,Kay qura jarabetaqa tutapi tos mana chinkaptinlla upyana.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
"Doctor, siento que me falta el aire cuando subo las escaleras.","Doctor, escaleraman wichaspayqa pisi samayniyuqmi tarikuni.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Se ha puesto la vacuna contra la influenza este año?,¿Kay wata gripe vacunata hap’irqankichu?,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
"Por favor, abra la boca y diga ""ah"" para revisar sus amígdalas.","Ama hina kaspa, simiykita kichaspa ""ah"" niy, chaynapi amígdalas nisqaykikunata qawanaypaq.",6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
¿Siente que el dolor se desplaza hacia su espalda o se queda aquí?,¿Wasanmanchu nanayqa kuyuchkanman hinachu icha kaypichu qipanman?,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Necesito que guarde reposo y no levante objetos pesados por una semana.,"Necesitayki samarinaykita, manataq llasa kaqkunata huk semanata hoqarinaykita.",1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
¿Ha tenido mareos después de tomar el medicamento que le receté?,¿Qanchu umayki muyurirqanki kamachisqay hampita tomaspayki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
"La presión está un poco alta, vamos a esperar diez minutos y medirla de nuevo.",Yawar ñit’iyniykiqa pisillatan yapakun; chunka minututa suyaspa hukmanta hap'isunchik.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Ha usado alguna pomada o crema antes de venir a la consulta?,¿Manaraq citaman hamushaspa ima pomadatapas otaq crematapas utilizarqankichu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
Siento un ardor constante en la garganta después de comer.,Mikhusqay qhepamanmi sapa kutilla kunkaypi ruphachiwan.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
Vamos a limpiar esta herida con suero fisiológico para evitar infecciones.,Kay k’iritaqa salina solucionwanmi pichasaqku mana infección kananpaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Cuántas horas ha dormido usted en promedio esta última semana?,¿Hayka horatataq kay pasaq semanapi promediopi puñurqanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
Mi hija tiene unas manchitas rojas detrás de las orejas.,Ususiyqa rinrinpa qhipanpi wakin puka ch’iqchiyuq.,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
¿Es la primera vez que siente este tipo de malestar estomacal?,¿Kaychu ñawpaq kuti kayhina wiksa nanayniyuq kanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
Debe terminar todo el tratamiento de antibióticos aunque ya se sienta mejor.,Antibióticos nisqawan tukuy kursuta tukunayki tiyan allinña sientekunki chaypas.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
¿Ha tenido algún problema para ver de lejos o nota la vista nublada?,¿Ima sasachakuypas karqanchu karuta rikuspa otaq mana allintachu rikusqaykita?,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
"Por favor, relaje los hombros para poder examinar su columna.","Ama hina kaspa, hombroykikunata samachiy, chaynapi columna vertebralnikita qawanaykupaq.",4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Siente alguna molestia al pasar los alimentos o solo cuando bebe agua?,¿Ima mana allinpas sientekunkichu mikhunata millp’uspa otaq unuta ukyaspalla?,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Le voy a dar una orden para que se tome una radiografía de tórax.,Huk pedidota qusqayki radiografía de pecho ruwanaykipaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Ha tenido fiebre superior a los treinta y ocho grados hoy?,¿Kunan punchaw 38 grados Celsiusmanta aswan hatun fiebreyuqchu kanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
¿Cuál es el nombre de la comunidad donde nació usted?,¿Ima sutitaq maypi paqarisqayki ayllu?,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,formal,diagnostico
¿Sabe si sus padres sufrieron de enfermedades del corazón o pulmón?,¿Yachankichu tayta-mamayki sonqo onqoywan otaq pulmonwan onqosqa kasqankuta?,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,formal,diagnostico
¿Qué tipo de animales crían en su hogar para el consumo propio?,¿Imayna uywakunatataq wasiykipi uywanki kikiykipa mikunaykipaq?,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,formal,diagnostico
¿A qué distancia se encuentra el río o manantial más cercano?,¿Hayka karutaq aswan qaylla mayu utaq pukyu?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,formal,diagnostico
¿Ha trabajado alguna vez en minas o lugares con mucho polvo?,¿Hayk’aqllapas llank’arqankichu minakunapi otaq ñut’u allpakunapi?,0,GESTION_SALUD_GENERAL,entrevista,formal,diagnostico
¿Utiliza usted plantas medicinales para calmar los dolores de cabeza?,¿Hampi yurakunatachu uma nanayta pisiyachinki?,1,DOLOR_LOCALIZADO,entrevista,formal,diagnostico
¿Desde cuándo presenta estos síntomas y con qué intensidad comenzaron?,"¿Hayk’a unayñan kay sintomakunata rikunki, qallariqtintaq hayk’a sinchi karqan?",5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,formal,diagnostico
¿Es alérgico a algún medicamento o alimento?,¿Ima hampikunamanpas otaq ima mikhuykunamanpas alergiayoqchu kanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,entrevista,formal,diagnostico
Necesitamos tomarle una muestra de sangre para realizar los análisis correspondientes.,Yawarta hurqunanchikmi pruebapaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,entrevista,formal,diagnostico
¿Ha tenido cirugías previas o alguna hospitalización reciente?,¿Ñawpaqpi operachikurqankichu otaq chayllaraq hospitalman yaykuchirqankichu?,1,DOLOR_LOCALIZADO,entrevista,formal,diagnostico
"Por favor, mantenga el brazo extendido mientras le colocamos la inyección.","Ama hina kaspa, makiykita mast’ariy inyecciónta quchkaptiyku.",0,GESTION_SALUD_GENERAL,entrevista,formal,diagnostico
