espanol,quechua_texto,tema_clean,tipo_habla_clean,nivel_formalidad,formal_bin,n_tokens_esp,len_esp,len_que
¿Cuándo fue su última regla?,¿Hayk'aqtaq qhipaq killapi karqanki?,DIAGNOSTICO,dialogo_medico,formal,1,5,28,36
Tengo los ganglios inflamados,Hanpikuna punthisqanmi kani,SINTOMAS,dialogo_medico,formal,1,4,29,27
Mantenga la herida limpia,K'iriykita ch'uya qhipachay,TRATAMIENTO,instruccion,formal,1,4,25,27
Me duele al caminar,Purishaspaymi nanawan,SINTOMAS,dialogo_medico,formal,1,4,19,21
¿Tiene hinchazón?,¿Punthisqata kanchari?,SINTOMAS,dialogo_medico,formal,1,2,17,22
Tengo mucho cansancio,Anchata saqisqaymi kani,SINTOMAS,dialogo_medico,formal,1,3,21,23
Use zapatos cómodos,Kusichiq zapatosta churay,PREVENCION,instruccion,formal,1,3,19,25
Me duelen los músculos,Aycha nanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,22,21
¿Ha bajado de peso?,¿Llasayta pisiyachirqankichu?,DIAGNOSTICO,dialogo_medico,formal,1,4,19,29
Tengo zumbido en los oídos,Ninriykuna rurururuwan,SINTOMAS,dialogo_medico,formal,1,5,26,22
Tome sol por las mañanas,Paqarinkunapi intiyta chaskiy,TRATAMIENTO,instruccion,formal,1,5,24,29
¿Tiene dolor de huesos?,¿Tullu nanaywan kanchari?,SINTOMAS,dialogo_medico,formal,1,4,23,25
Me duele el hígado,K'iwyay nanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,18,23
Reduzca el azúcar,Misk'i pisiyachiy,TRATAMIENTO,instruccion,formal,1,3,17,17
Tengo calambre,Khurun nanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,14,22
¿Orina con frecuencia?,¿Sapa kutichu hisq'anki?,SINTOMAS,dialogo_medico,formal,1,3,22,24
Tengo la lengua blanca,Qalluymi yurachasqa kashan,SINTOMAS,dialogo_medico,formal,1,4,22,26
No se esfuerce mucho,Ama anchataraq kallpata churaychu,TRATAMIENTO,instruccion,formal,1,4,20,33
Me arde al orinar,Hisq'ashaspaymi rauran,SINTOMAS,dialogo_medico,formal,1,4,17,22
¿Tiene moretones?,¿Yana yurachasqata kanchari?,SINTOMAS,dialogo_medico,formal,1,2,17,28
Tengo manchas en la piel,Qaraypi ch'iqchi ch'iqchikunami kashan,SINTOMAS,dialogo_medico,formal,1,5,24,38
Coma más verduras,Yuyukunataraq mikhuy,TRATAMIENTO,instruccion,formal,1,3,17,20
Me duele la rodilla,Qunqur nanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,19,22
¿Se ha golpeado?,¿P'anqakurqankichu?,DIAGNOSTICO,dialogo_medico,formal,1,3,16,19
Tengo entumecimiento,Ñut'uywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,20,16
¿Desde cuándo tiene dolor de cabeza?,¿Hayka unayñataq uma nanayniyuq kanki?,SINTOMAS,dialogo_medico,formal,1,6,36,38
¿Le duele el estómago después de comer?,¿Mikhuyta tukuspa wiksayki nananchu?,SINTOMAS,dialogo_medico,formal,1,7,39,36
¿Ha tenido fiebre en las últimas horas?,¿Kay qhipa horakunapi fiebreyuqchu kanki?,SINTOMAS,dialogo_medico,formal,1,7,39,41
¿Siente mareos cuando se levanta?,¿Hatarispaykichu umayki muyukunki?,SINTOMAS,dialogo_medico,formal,1,5,33,34
¿Tiene dificultad para respirar?,¿Sasachakunkichu samayta?,SINTOMAS,dialogo_medico,formal,1,4,32,25
¿Ha notado pérdida de apetito?,¿Repararqankichu manaña mikhuy munasqaykita?,SINTOMAS,dialogo_medico,formal,1,5,30,44
¿Le arde la garganta al tragar?,Millp’uspa kunkayki ruphakunchu?,SINTOMAS,dialogo_medico,formal,1,6,31,32
¿Tiene dolor en el pecho?,¿Sinqa nanayniyuqchu kanki?,SINTOMAS,dialogo_medico,formal,1,5,25,27
¿Ha vomitado hoy?,¿Kunan punchaw vomitarqankichu?,SINTOMAS,dialogo_medico,formal,1,3,17,31
¿Siente debilidad en el cuerpo?,¿Cuerpoykipi pisi kallpayoqchu sientekunki?,SINTOMAS,dialogo_medico,formal,1,5,31,43
Vamos a tomarle la presión arterial.,Yawarpa tanqaynintam hapisaqku.,DIAGNOSTICO,entrevista,formal,1,6,36,31
Necesitamos hacer un análisis de sangre.,Yawarta qhawananchismi.,DIAGNOSTICO,entrevista,formal,1,6,40,23
Su temperatura está elevada.,Paypa rupayninqa aswan hatunmi.,DIAGNOSTICO,respuesta_breve,formal,1,4,28,31
Parece que tiene una infección leve.,Llampu infecciónniyuq hinam.,DIAGNOSTICO,respuesta_breve,formal,1,6,36,28
Debemos hacerle una radiografía.,Radiografía nisqatan ruwananchis.,DIAGNOSTICO,entrevista,formal,1,4,32,33
Tome esta pastilla después del desayuno.,Kay pastillataqa desayunaspa upyana.,TRATAMIENTO,lectura,formal,1,6,40,36
Tome el jarabe cada ocho horas.,Chay jarabetaqa sapa pusaq horamanta upyana.,TRATAMIENTO,lectura,formal,1,6,31,44
No suspenda el tratamiento sin avisar.,Ama hampiyta saqiychu mana willasqa.,TRATAMIENTO,lectura,formal,1,6,38,36
Aplique esta crema en la zona afectada.,Kay cremataqa chay unqusqa kaqpi churana.,TRATAMIENTO,lectura,formal,1,7,39,41
Beba abundante agua durante el tratamiento.,Hampikuypiqa achka yakuta upyana.,TRATAMIENTO,lectura,formal,1,6,43,33
Debe guardar reposo por tres días.,Kimsa punchawmi samarinayki.,TRATAMIENTO,respuesta_breve,formal,1,6,34,28
Complete todo el tratamiento aunque se sienta mejor.,Allinña sientekunki chaypas llapan hampiyta hunt’ay.,TRATAMIENTO,lectura,formal,1,8,52,52
Regrese en una semana para control.,Huk semanamanta kutimuy revisakunaykipaq.,SEGUIMIENTO,dialogo_medico,formal,1,6,35,41
Si el dolor empeora vuelva inmediatamente.,"Nanay astawan yapakuptinqa, chaylla kutiy.",SEGUIMIENTO,dialogo_medico,formal,1,6,42,42
No se automedique.,Ama kikiykita hampikuychu.,PREVENCION,respuesta_breve,formal,1,3,18,26
Hoy le aplicaremos la vacuna contra la influenza.,Kunan punchawmi gripe vacunata qusqaykiku.,PREVENCION,dialogo_medico,formal,1,8,49,42
Es importante vacunarse cada año.,Sapa wata vacunakuyqa ancha allinmi.,PREVENCION,narracion,formal,1,5,33,36
Lávese las manos con frecuencia.,Sapa kuti makiykita mayllakuy.,PREVENCION,lectura,formal,1,5,32,30
Mantenga distancia si alguien está enfermo.,Pipas unquptinqa karunchakuy.,PREVENCION,lectura,formal,1,6,43,29
La vacuna es segura y gratuita.,"Chay vacunaqa mana imamanta manchachikuqmi, manataqmi qullqipaqchu.",PREVENCION,narracion,formal,1,6,31,67
¿Cómo se ha sentido desde la última consulta?,¿Imaynan sientekunki qhepa consulta ruwasqaykimantapacha?,SEGUIMIENTO,dialogo_medico,formal,1,8,45,57
¿Ha mejorado con el tratamiento?,¿Allinchu hampichikusqanwan?,SEGUIMIENTO,dialogo_medico,formal,1,5,32,28
Informe si presenta nuevos síntomas.,Musuq sintomakunata rikhurichinki chayqa willay.,SEGUIMIENTO,lectura,formal,1,5,36,48
No falte a su próxima cita.,Ama qhepa citaykita faltaychu.,SEGUIMIENTO,lectura,formal,1,6,27,30
Estamos aquí para ayudarle.,Yanapanaykupaqmi kaypi kachkaniku.,SEGUIMIENTO,narracion,formal,1,4,27,34
Use mascarilla si tiene tos.,Tosniyuq kaspaqa mascarata churakuy.,PREVENCION,lectura,formal,1,5,28,36
Evite el contacto cercano con personas enfermas.,Unqusqa runakunawanqa ama asuykuychu.,PREVENCION,lectura,formal,1,7,48,37
Descanse y aliméntese bien.,Samay hinaspa allinta mikhuy.,TRATAMIENTO,respuesta_breve,formal,1,4,27,29
Debe controlar su presión cada mes.,Sapa killam yawarpa presión nisqaykita qawanayki.,SEGUIMIENTO,dialogo_medico,formal,1,6,35,49
¿Está tomando sus medicamentos correctamente?,¿Allintachu hampiykikunata upyachkanki?,SEGUIMIENTO,dialogo_medico,formal,1,5,45,39
¿Tiene antecedentes de diabetes?,¿Ñawpaqmantachu diabetes onqoyniyoq kanki?,DIAGNOSTICO,entrevista,formal,1,4,32,42
¿Es alérgica a algún medicamento?,¿Ima hampikunamanpas alergiayuqchu kanki?,DIAGNOSTICO,entrevista,formal,1,5,33,41
Necesita realizarse un examen adicional.,Huk prueba yapasqatan ruwanayki.,DIAGNOSTICO,respuesta_breve,formal,1,5,40,32
Su nivel de azúcar está dentro de lo normal.,Nivel de azúcar nisqaykiqa normal nisqa ukhupin kashan.,DIAGNOSTICO,narracion,formal,1,9,44,55
Debe evitar el estrés para mejorar su salud.,Allinta qhali kanaykipaqqa manan estrés nisqapichu kanayki.,PREVENCION,narracion,formal,1,8,44,59
¿Ha tenido contacto con alguien enfermo?,¿Pipas unquqwan tuparqankichu?,DIAGNOSTICO,entrevista,formal,1,6,40,30
Si presenta fiebre alta acuda al centro de salud.,"Sinchi fiebreyuq kanki chayqa, hampina wasiman riy.",PREVENCION,lectura,formal,1,9,49,51
Es necesario completar todas las dosis del tratamiento.,Tukuy hampi dosiskunata hunt’ana tiyan.,TRATAMIENTO,narracion,formal,1,8,55,39
Le explicaré cómo tomar el medicamento.,Chay hampita imayna upyanamanta sut’inchasaq.,TRATAMIENTO,dialogo_medico,formal,1,6,39,45
Gracias por venir a su consulta médica.,Gracias consulta médica nisqaykiman hamusqaykimanta.,SEGUIMIENTO,dialogo_medico,formal,1,7,39,52
Me duele la cabeza.,Umay nanashan.,SINTOMAS,lectura,formal,1,4,19,14
Tengo mucha fiebre.,Sinchita rupapashashani.,SINTOMAS,lectura,formal,1,3,19,24
Me duele el pecho.,Qhasquymi nanawan.,SINTOMAS,lectura,formal,1,4,18,18
Tengo náuseas.,Millapakuwashanmi.,SINTOMAS,lectura,formal,1,2,14,18
Me duele la garganta.,Kunkaymi nanashan.,SINTOMAS,lectura,formal,1,4,21,18
Tengo tos seca.,Ch’aki t’uqusqaymi kashan.,SINTOMAS,lectura,formal,1,3,15,26
Estoy muy cansado.,Sinchi sayk’usqa kashani.,SINTOMAS,lectura,formal,1,3,18,25
No huelo nada.,Manan imatapas mutkhiniñachu.,SINTOMAS,lectura,formal,1,3,14,29
Me pica la piel.,Aychaymi siqsiwashan.,SINTOMAS,lectura,formal,1,4,16,21
Me duele el estómago.,Wiksaymi nanashan.,SINTOMAS,lectura,formal,1,4,21,18
Me falta el aire.,Samayniymi pisiyapuwashan.,SINTOMAS,lectura,formal,1,4,17,26
Tengo escalofríos.,Khatatashanmi cuerpoy.,SINTOMAS,lectura,formal,1,2,18,22
Me duele la espalda.,Wasaymi nanashan.,SINTOMAS,lectura,formal,1,4,20,17
Me duelen los huesos.,Tulluykunami nanawan.,SINTOMAS,lectura,formal,1,4,21,21
No puedo dormir.,Manan puñuyta atiniñachu.,SINTOMAS,lectura,formal,1,3,16,25
Me zumba el oído.,Ninriymi qhinwashan.,SINTOMAS,lectura,formal,1,4,17,20
Me duele la cintura.,Wiqawnymi nanawan.,SINTOMAS,lectura,formal,1,4,20,18
Mis pies están hinchados.,Chakiykunami punkiyashan.,SINTOMAS,lectura,formal,1,4,25,25
Tengo diarrea.,Wiksaymi q’ichashan.,SINTOMAS,lectura,formal,1,2,14,20
Me arden los ojos.,Ñawiykunami rawrashan.,SINTOMAS,lectura,formal,1,4,18,22
Estoy mareado.,Umaymi muyushan.,SINTOMAS,lectura,formal,1,2,14,16
Sangra mi nariz.,Sinqaymi yawarayan.,SINTOMAS,lectura,formal,1,3,16,19
Me duele la muela.,Kiruymi nanawan.,SINTOMAS,lectura,formal,1,4,18,16
Tengo mucha sed.,Sinchi ch’akiywanmi kashani.,SINTOMAS,lectura,formal,1,3,16,28
He perdido peso.,Tulluyapushanimi.,SINTOMAS,lectura,formal,1,3,16,17
No tengo apetito.,Manan mikhunay yachanchu.,SINTOMAS,lectura,formal,1,3,17,25
Siento mucho frío.,Sinchi chiriywanmi kashani.,SINTOMAS,lectura,formal,1,3,18,27
Me duele el cuello.,Kunkaymi k’uyukun.,SINTOMAS,lectura,formal,1,4,19,18
Tengo un bulto aquí.,Kaypin ch’upu rikhurimuwan.,SINTOMAS,lectura,formal,1,4,20,27
Me duele al orinar.,Hisp’aymi nanawan.,SINTOMAS,lectura,formal,1,4,19,18
Mi cara está hinchada.,Uyaymi punkiyashan.,SINTOMAS,lectura,formal,1,4,22,19
Siento calambres.,Aychaymi k’itukun.,SINTOMAS,lectura,formal,1,2,17,18
Tengo herida en la boca.,Simiypi k’iri kashan.,SINTOMAS,lectura,formal,1,5,24,21
Me arde el estómago.,Wiksaymi rawrashan.,SINTOMAS,lectura,formal,1,4,20,19
No puedo caminar.,Manan puriyta atinichu.,SINTOMAS,lectura,formal,1,3,17,23
Me duele la rodilla.,Muquymi nanawan.,SINTOMAS,lectura,formal,1,4,20,16
Tengo mucha flema.,Sinchi q’uytan kashan.,SINTOMAS,lectura,formal,1,3,18,22
Siento palpitaciones.,Sonqoymi p’itishan.,SINTOMAS,lectura,formal,1,2,21,19
Me duelen los oídos.,Ninriykunami nanawan.,SINTOMAS,lectura,formal,1,4,20,21
Tengo manchas rojas.,Puka t’uquykunami rikhurimuwan.,SINTOMAS,lectura,formal,1,3,20,31
Siento debilidad.,Kallpaymi pisiyashan.,SINTOMAS,lectura,formal,1,2,17,21
Tengo ronquera.,Kunkaymi ch’akiyapun.,SINTOMAS,lectura,formal,1,2,15,21
Me duele el hígado.,Kukupiniymi nanashan.,SINTOMAS,lectura,formal,1,4,19,21
Tengo mucho vómito.,Sinchitan amuyapushani.,SINTOMAS,lectura,formal,1,3,19,23
Me duele la mano.,Makiy nanashan.,SINTOMAS,lectura,formal,1,4,17,15
No puedo ver bien.,Manan allintachu rikhuni.,SINTOMAS,lectura,formal,1,4,18,25
Tengo la boca seca.,Simiymi ch’akishani.,SINTOMAS,lectura,formal,1,4,19,20
Me duele el hombro.,Rikraymi nanawan.,SINTOMAS,lectura,formal,1,4,19,17
Siento hormigueo.,Aychaymi susunkayashan.,SINTOMAS,lectura,formal,1,2,17,23
Tengo estreñimiento.,Empachohuanmi kashani.,SINTOMAS,lectura,formal,1,2,20,22
¿Qué le duele?,Imaikin nanan.,DIAGNOSTICO,lectura,formal,1,3,14,14
Abra la boca.,Simiykita kichay.,DIAGNOSTICO,lectura,formal,1,3,13,17
Respire profundo.,Allinta samay.,DIAGNOSTICO,lectura,formal,1,2,17,14
Saque la lengua.,Qalluykita horqomuy.,DIAGNOSTICO,lectura,formal,1,3,16,20
Siéntese aquí.,Kaypi tiyaikuy,DIAGNOSTICO,lectura,formal,1,2,14,14
Échese de espaldas.,wasampanmantan wischukuy,DIAGNOSTICO,lectura,formal,1,3,19,24
¿Tiene alergias?,Ima hampitapas manchakunki?,DIAGNOSTICO,lectura,formal,1,2,16,27
Tome aire.,tranquilisarikuy.,DIAGNOSTICO,lectura,formal,1,2,10,17
No se mueva.,Ama kuyuriychu.,DIAGNOSTICO,lectura,formal,1,3,12,15
¿Desde cuándo duele?,Hayk’aqmantan nanasunki?.,DIAGNOSTICO,lectura,formal,1,3,20,25
Vamos a pesarlo.,pesasayki.,DIAGNOSTICO,lectura,formal,1,3,16,10
Muestre su herida.,qayachiway nanayniquita.,DIAGNOSTICO,lectura,formal,1,3,18,24
¿Comió algo hoy?,Mikhurqankichu kunan unchay.,DIAGNOSTICO,lectura,formal,1,3,16,28
Tapa tu nariz.,sinqaykita wiskay.,DIAGNOSTICO,lectura,formal,1,3,14,18
Mire hacia arriba.,Wichayta qhaway.,DIAGNOSTICO,lectura,formal,1,3,18,16
¿Toma medicamentos?,hampita tomanquichu?,DIAGNOSTICO,lectura,formal,1,2,19,20
Estire el brazo.,makikita chut'ari.,DIAGNOSTICO,lectura,formal,1,3,16,18
¿Duele aquí?,kaipichu nanashasunki.,DIAGNOSTICO,lectura,formal,1,2,12,22
Relaje el cuerpo.,Cuerpoykita samachiy.,DIAGNOSTICO,lectura,formal,1,3,17,21
Levante la polera.,Poleraykita hoqariy.,DIAGNOSTICO,lectura,formal,1,3,18,20
Cierre los ojos.,Ñawiykita ch’illmiy.,DIAGNOSTICO,lectura,formal,1,3,16,20
Póngase la bata.,bataykita churakuy.,DIAGNOSTICO,lectura,formal,1,3,16,19
¿Ha tenido hijos?,Wawayoqchu kanchu?.,DIAGNOSTICO,lectura,formal,1,3,17,19
Camine un poco.,puriri hoq chikanta.,DIAGNOSTICO,lectura,formal,1,3,15,20
Doble la pierna.,Chakiykita hunkuy.,DIAGNOSTICO,lectura,formal,1,3,16,18
¿Le duele mucho?,nishutachu nanasunki.,DIAGNOSTICO,lectura,formal,1,3,16,21
Espere su turno.,Turnoykita suyay.,DIAGNOSTICO,lectura,formal,1,3,16,17
¿A qué hora empezó?,Ima horatan qallariran?.,DIAGNOSTICO,lectura,formal,1,4,19,24
Necesitamos sangre.,yawarta mascashayku.,DIAGNOSTICO,lectura,formal,1,2,19,20
Pase al consultorio.,Consultorioman haykumuy.,DIAGNOSTICO,lectura,formal,1,3,20,24
¿Duerme bien?,allintachu puñunki?.,DIAGNOSTICO,lectura,formal,1,2,13,20
Escuche mi voz.,uyariy Kunkayta.,DIAGNOSTICO,lectura,formal,1,3,15,16
Señale el dolor.,Maykin nanashan.,DIAGNOSTICO,lectura,formal,1,3,16,16
¿Tiene mareos?,Umayki muyunchu?.,DIAGNOSTICO,lectura,formal,1,2,14,17
Baje el pantalón.,Pantalonniykita uraya chikuy.,DIAGNOSTICO,lectura,formal,1,3,17,29
¿Está embarazada?,Wiksayoqchu kashanki?.,DIAGNOSTICO,lectura,formal,1,2,17,22
Abra bien los ojos.,Ñawiykita allinta kichay.,DIAGNOSTICO,lectura,formal,1,4,19,25
¿Usa lentes?,Lentesta churakunkichu?,DIAGNOSTICO,lectura,formal,1,2,12,23
Tapa un oído.,Hoq ninriykita wiskay.,DIAGNOSTICO,lectura,formal,1,3,13,22
Suelte el aire.,kachari Samayniykita .,DIAGNOSTICO,lectura,formal,1,3,15,22
¿Sufre del corazón?,Sonqoykimantachu onqonki?,DIAGNOSTICO,lectura,formal,1,3,19,25
¿Le operaron antes?,operachikuranquichu ñaupacta,DIAGNOSTICO,lectura,formal,1,3,19,28
Póngase de pie.,Sayariy.,DIAGNOSTICO,lectura,formal,1,3,15,8
¿Tiene algún golpe?,maynikin nanashan.,DIAGNOSTICO,lectura,formal,1,3,19,18
Venga por aquí.,hamuy queininta.,DIAGNOSTICO,lectura,formal,1,3,15,16
¿Tose sangre?,Yawartachu t’uqunki?.,DIAGNOSTICO,lectura,formal,1,2,13,21
Descanse un rato.,samayurui hoq chikanta.,DIAGNOSTICO,lectura,formal,1,3,17,23
¿Siente este pinchazo?,qeyta reparanquichu.,DIAGNOSTICO,lectura,formal,1,3,22,20
¿Duele al presionar?,nananshu Ñit’iypti.,DIAGNOSTICO,lectura,formal,1,3,20,19
Todo estará bien.,Allinmi kanki.,DIAGNOSTICO,lectura,formal,1,3,17,14
¿Desde cuándo tiene fiebre?,Hayk'aqmantataq ruphayniyoq kanki?,SINTOMAS,lectura,formal,1,4,27,34
¿Le duele la garganta al tragar?,Nanasunkichu kunkayki millp'uqtiyki?,SINTOMAS,lectura,formal,1,6,32,36
¿Ha tenido tos en los últimos días?,Qhipa p'unchaykunapi uqhuyniyoqchu karanki?,SINTOMAS,lectura,formal,1,7,35,43
Voy a revisar su presión arterial.,Yawarniki ñit'iyta qhawasaq.,SINTOMAS,lectura,formal,1,6,34,28
Respire profundo por favor.,Ama hina kaspa sinchita samay.,SINTOMAS,lectura,formal,1,4,27,30
Debe tomar esta medicina cada ocho horas.,Kay hampita sapa pusaq horapi upyanayki.,SINTOMAS,lectura,formal,1,7,41,40
Necesita descansar durante tres días.,Kimsa p'unchayta samanayky.,SINTOMAS,lectura,formal,1,5,37,27
Debe beber bastante agua.,Achka unuta upyanayki.,SINTOMAS,lectura,formal,1,4,25,22
¿Tiene dolor de cabeza?,Umaykipi nanayniyuqchu kanki?,SINTOMAS,lectura,formal,1,4,23,29
Vamos a hacer un análisis de sangre.,Yawarniyki manta qhawariyta ruwasun.,SINTOMAS,lectura,formal,1,7,36,36
¿Ha sentido mareos recientemente?,Kunan p'unchaykunapi umayki muyusunki?,SINTOMAS,lectura,formal,1,4,33,38
Debe aplicarse esta vacuna hoy.,Kunan p'unchay kay T'irpunata churakuy.,SINTOMAS,lectura,formal,1,5,31,39
Regrese para control en una semana.,Huk semana qhipaman kutimuy qhawarinaypaq.,SINTOMAS,lectura,formal,1,6,35,42
Evite comer alimentos grasosos.,Ama wirayuq mikhunata mikhuychu.,SINTOMAS,lectura,formal,1,4,31,32
¿Tiene alergia a algún medicamento?,Hampikunaman alergiayuqchu kanki?,SINTOMAS,lectura,formal,1,5,35,33
¿Ha tenido vómitos?,Aqtukurankichu?,SINTOMAS,lectura,formal,1,3,19,15
¿Siente dolor en el estómago?,Wiksaykipi nanayniyuqchu kanki?,SINTOMAS,lectura,formal,1,5,29,31
Debe tomar el antibiótico por siete días.,Kay antibiyotikunata qanchis p'unchay upyanayki.,SINTOMAS,lectura,formal,1,7,41,48
Evite el esfuerzo físico.,Ama kallpachakuychu.,SINTOMAS,lectura,formal,1,4,25,20
Debe lavarse las manos frecuentemente.,Makiykikunata sapa kutin maqllinayki.,SINTOMAS,lectura,formal,1,5,38,37
¿Tiene dificultad para respirar?,Samayta atipakunkichu?,SINTOMAS,lectura,formal,1,4,32,22
Debe controlar su temperatura diariamente.,Sapa p'unchay ruphayniykita qhawarinayki.,SINTOMAS,lectura,formal,1,5,42,41
Le voy a recetar un analgésico.,Huk nanay chinkachiq hampita qollasayki.,SINTOMAS,lectura,formal,1,6,31,40
¿Tiene antecedentes de diabetes?,Diabetis unquy ñawpaqmantachu kan?,SINTOMAS,lectura,formal,1,4,32,34
Debe acudir inmediatamente si empeora.,Aswan millaykaptinqa usqayllata hamuy.,SINTOMAS,lectura,formal,1,5,38,38
¿Le duele el pecho?,Sonqoykipi nanayniyuqchu kanki?,SINTOMAS,lectura,formal,1,4,19,31
Necesita hacerse una radiografía.,Radiografiata ruwachikunayki.,SINTOMAS,lectura,formal,1,4,33,29
Debe evitar el consumo de alcohol.,Ama alkulta upyankichu.,SINTOMAS,lectura,formal,1,6,34,23
Debe dormir al menos ocho horas.,Pusaq horata puñunayki.,SINTOMAS,lectura,formal,1,6,32,23
¿Tiene diarrea?,q'echayuchu kanki?,SINTOMAS,lectura,formal,1,2,15,18
Debe mantener una dieta balanceada.,Allin mikhuykunata mikhunayki.,SINTOMAS,lectura,formal,1,5,35,30
Le haré un examen físico completo.,Llapan kuerpuykita qhawasaq.,SINTOMAS,lectura,formal,1,6,34,28
Debe regresar en tres días.,Kimsa p'unchay qhipaman kutimunayki.,SINTOMAS,lectura,formal,1,5,27,36
Debe tomar la pastilla después de comer.,Mikhuspa qhipaman pastillata upyanayki.,SINTOMAS,lectura,formal,1,7,40,39
¿Tiene dolor en las articulaciones?,Tulluykikunapi nanayniyuqchu kanki?,SINTOMAS,lectura,formal,1,5,35,35
Debe evitar el frío.,Ama chiriyman riychu.,SINTOMAS,lectura,formal,1,4,20,21
Voy a medir su nivel de azúcar.,Azukarniykita qhawasayki.,SINTOMAS,lectura,formal,1,7,31,25
Debe completar todo el tratamiento.,Llapan hampita tukunayki.,SINTOMAS,lectura,formal,1,5,35,25
¿Ha tenido escalofríos?,Chhirimanchayniyuqchu kanki?,SINTOMAS,lectura,formal,1,3,23,28
Debe usar mascarilla si tiene tos.,Uqhuyniyoq kaspa maskarata churakuy.,SINTOMAS,lectura,formal,1,6,34,36
Le recomiendo reposo absoluto.,Sumaq samayta ruwanayki.,SINTOMAS,lectura,formal,1,4,30,24
¿Tiene náuseas?,sunqukutichikuytachi ruwasasunki?,SINTOMAS,lectura,formal,1,2,15,33
Debe hidratarse constantemente.,Sapa kuti unuta ujanayki.,SINTOMAS,lectura,formal,1,3,31,25
Necesita una prueba de laboratorio.,Laboratoriopi qhawachikunayki.,SINTOMAS,lectura,formal,1,5,35,30
Debe vacunarse contra la influenza.,Influenza unquymanta t'irpuchikunayki.,SINTOMAS,lectura,formal,1,5,35,38
Regrese si presenta nuevos síntomas.,Musuq nanaykuna kaptinqa kutimunayki.,SINTOMAS,lectura,formal,1,5,36,37
Debe evitar automedicarse.,Ama kikillayki hampikunkichu.,SINTOMAS,lectura,formal,1,3,26,29
Voy a escuchar sus pulmones.,Pulmonniykita uyarisayki.,SINTOMAS,lectura,formal,1,5,28,25
Debe tomar abundante líquido.,Achka unuta millp'unaki.,SINTOMAS,lectura,formal,1,4,29,24
¿Ha perdido el apetito?,Mikhuy munayniykita chinkachinkichu?,SINTOMAS,lectura,formal,1,4,23,36
Lávese las manos.,makiykichikta makllikuychik,PREVENCION,lectura,formal,1,3,17,27
Use mascarilla.,maskarillata churakuy,PREVENCION,lectura,formal,1,2,15,21
Vacune a su hijo.,Wawaykita vacunachiy.,PREVENCION,lectura,formal,1,4,17,21
Coma verduras.,Q’umir qhurakunata mikhuy.,PREVENCION,lectura,formal,1,2,14,26
Hierva el agua.,unuta t'impuchiy,PREVENCION,lectura,formal,1,3,15,16
Limpie su casa.,Wasiykita pichay.,PREVENCION,lectura,formal,1,3,15,17
Ventile el cuarto.,Cuartoykita wayrachiy.,PREVENCION,lectura,formal,1,3,18,22
No fume tabaco.,Ama sayrita ukyaychu.,PREVENCION,lectura,formal,1,3,15,21
Haga ejercicio.,Cuerpoykita kuyuchiy.,PREVENCION,lectura,formal,1,2,15,21
Beba agua pura.,Ch’uya unuta ukyay.,PREVENCION,lectura,formal,1,3,15,19
Cepille sus dientes.,Kiruykita machakuy.,PREVENCION,lectura,formal,1,3,20,19
Use ropa limpia.,Ch’uya p’achata churakuy.,PREVENCION,lectura,formal,1,3,16,25
Coma a su hora.,timpullampi mukhuy,PREVENCION,lectura,formal,1,4,15,18
Traiga su carnet.,Carnetniykita apamuy.,SEGUIMIENTO,lectura,formal,1,3,17,21
Cuide su peso.,Llasayniykita qhaway.,SEGUIMIENTO,lectura,formal,1,3,14,21
Vuelva mañana.,Paqarin kutimuy.,SEGUIMIENTO,lectura,formal,1,2,14,16
No falte a cita.,citaykiman hamunkipuni,SEGUIMIENTO,lectura,formal,1,4,16,22
¿Cómo se siente?,imahinan kachkanki,SEGUIMIENTO,lectura,formal,1,3,16,18
Ya está sano.,¿allinñachu kachkanki?,SEGUIMIENTO,lectura,formal,1,3,13,22
Coma lentejas.,Lentejasta mikhuy.,PREVENCION,lectura,formal,1,2,14,18
Use zapatos.,usutata churakuy,PREVENCION,lectura,formal,1,2,12,16
Evite moscas.,Ch’uspikunamanta amachakuy.,PREVENCION,lectura,formal,1,2,13,27
Lave las frutas.,Rurukunata maylliy.,PREVENCION,lectura,formal,1,3,16,19
Duerma temprano.,Utqaylla puñuy.,PREVENCION,lectura,formal,1,2,16,15
Cuide sus ojos.,Ñawiykita qhaway.,PREVENCION,lectura,formal,1,3,15,17
No use basura.,q'upataqa wikch'upuy/ q'upataqa wikch'uy,PREVENCION,lectura,formal,1,3,14,40
Mate los piojos.,usakunata sipiy,PREVENCION,lectura,formal,1,3,16,15
Corte sus uñas.,Silluykita kuchuy.,PREVENCION,lectura,formal,1,3,15,18
Use repelente.,Repelenteta churakuy.,PREVENCION,lectura,formal,1,2,14,21
Tape la comida.,mikhunata tapay,PREVENCION,lectura,formal,1,3,15,15
No beba del río.,ama mayu unutaqa upyaychu,PREVENCION,lectura,formal,1,4,16,25
Use letrina.,letrinapi hisp'ay,PREVENCION,lectura,formal,1,2,12,17
Beba leche fresca.,llamp'u ñukñuta upyay,PREVENCION,lectura,formal,1,3,18,21
